Customer_ID,Age,Gender,Category,Product,Purchase_Amount,Quantity,Discount_Applied,Subscription_Status,Payment_Method,Purchase_Date,Location,Review_Rating
C01788,61,Female,Electronics,Headphones,73019.91,1,No,Inactive,UPI,2025-03-26,Mumbai,4.2
C00087,42,Female,Sports,Cricket Bat,10855.13,4,No,Inactive,Wallet,2024-02-04,Ahmedabad,4.3
C00958,58,Female,Clothing,Sneakers,1690.68,3,No,Inactive,Cash,2024-02-14,Pune,4.4
C00128,42,Male,Electronics,Smartwatch,36258.49,1,Yes,Inactive,UPI,2025-08-18,Hyderabad,4.2
C01858,47,Male,Sports,Yoga Mat,6814.8,3,No,Inactive,Debit Card,2025-11-25,Chennai,3.9
C00422,33,Male,Clothing,Sneakers,4983.17,2,No,Inactive,Cash,2024-06-23,Jaipur,2.2
C00139,43,Male,Sports,Dumbbells,5931.8,1,Yes,Inactive,Wallet,2025-11-09,Hyderabad,2.5
C01737,43,Male,Books,Self-Help,642.05,4,Yes,Inactive,Debit Card,2024-01-03,Jaipur,3.4
C00217,30,Male,Electronics,Headphones,46693.51,4,No,Active,Wallet,2025-01-04,Hyderabad,4.9
C01063,65,Female,Home & Kitchen,Coffee Maker,6718.24,4,No,Inactive,UPI,2025-03-22,Chandigarh,
C01161,49,Male,Electronics,Laptop,89265.91,1,No,Active,UPI,2024-11-30,Pune,5.0
C01400,50,Female,Electronics,Laptop,78929.3,1,No,Inactive,Debit Card,2024-07-19,Chennai,3.7
C01209,58,Other,Home & Kitchen,Coffee Maker,1052.32,5,No,Inactive,Net Banking,2024-01-18,Chennai,3.7
C01915,44,Female,Clothing,Jacket,2311.98,2,Yes,Inactive,Net Banking,2024-11-05,Chennai,2.7
C01999,51,Female,Sports,Yoga Mat,10343.67,2,No,Inactive,Wallet,2025-08-23,Delhi,4.9
C01722,21,Female,Clothing,Dress,1379.57,1,Yes,Inactive,UPI,2024-12-26,Chennai,3.7
C00973,58,Male,Electronics,Laptop,10751.09,1,Yes,Active,Debit Card,2024-01-15,Jaipur,5.0
C01393,26,Male,Clothing,Jeans,4038.49,4,No,Inactive,Cash,2024-04-20,Kolkata,4.7
C00574,56,Female,Home & Kitchen,Storage Box,4125.91,2,Yes,Inactive,Cash,2024-10-22,Pune,4.7
C01017,36,Female,Beauty,Face Cream,590.67,4,No,Inactive,Debit Card,2025-12-03,Chennai,4.2
C01404,56,Female,Electronics,Smartphone,3973.1,1,No,Inactive,Debit Card,2024-05-25,Chennai,4.6
C01130,30,Female,Books,Technology,1436.67,2,No,Active,UPI,2025-06-21,Hyderabad,4.3
C01791,31,Male,Books,Fiction,1717.12,4,No,Inactive,UPI,2024-08-03,Bengaluru,3.7
C01682,39,Male,Electronics,Smartwatch,37980.57,1,No,Active,Wallet,2025-03-26,Ahmedabad,3.8
C00238,28,Male,Clothing,T-Shirt,4919.64,1,Yes,Inactive,Debit Card,2025-06-12,Bengaluru,3.8
C00977,46,Female,Electronics,Smartwatch,10810.21,1,Yes,Active,Credit Card,2024-07-20,Mumbai,5.0
C01681,64,Male,Clothing,Dress,3159.69,3,Yes,Inactive,Wallet,2024-04-06,Chennai,3.8
C01178,50,Female,Home & Kitchen,Coffee Maker,9344.92,1,No,Inactive,UPI,2025-05-08,Chennai,3.5
C01536,33,Male,Clothing,Dress,4676.19,2,No,Active,UPI,2025-10-06,Chennai,3.9
C00937,49,Female,Sports,Cricket Bat,5100.41,4,No,Inactive,UPI,2025-12-14,Jaipur,3.5
C00171,45,Female,Books,Technology,1751.52,3,No,Active,UPI,2025-09-05,Bengaluru,4.2
C01242,63,Male,Electronics,Smartphone,78153.5,3,Yes,Inactive,Credit Card,2025-01-11,Mumbai,4.5
C01642,18,Other,Books,Comics,519.76,2,No,Inactive,Cash,2025-10-13,Bengaluru,4.4
C01307,32,Other,Sports,Football,7647.73,4,No,Inactive,Credit Card,2024-09-05,Chennai,4.3
C01205,21,Other,Clothing,T-Shirt,302.48,2,Yes,Active,Cash,2024-01-12,Mumbai,3.9
C01513,35,Female,Sports,Yoga Mat,1480.75,2,Yes,Inactive,Net Banking,2024-01-27,Bengaluru,3.1
C00965,60,Male,Books,Fiction,536.68,1,No,Inactive,Debit Card,2024-04-26,Bengaluru,4.3
C01309,60,Male,Clothing,Sneakers,558.92,1,No,Inactive,Credit Card,2024-04-22,Hyderabad,4.7
C01835,30,Male,Clothing,Jacket,2419.18,1,Yes,Inactive,UPI,2024-09-08,Jaipur,4.5
C01901,40,Male,Sports,Football,1395.47,2,No,Inactive,Credit Card,2025-03-01,Pune,3.5
C01606,40,Male,Books,Comics,770.3,1,Yes,Active,Net Banking,2024-04-18,Jaipur,4.4
C00689,53,Male,Clothing,Jeans,1070.0,2,Yes,Active,Debit Card,2025-12-28,Hyderabad,3.3
C01672,64,Male,Electronics,Smartwatch,82971.81,1,Yes,Active,Credit Card,2024-04-11,Bengaluru,3.6
C01683,53,Male,Sports,Running Shoes,4866.03,1,Yes,Active,Credit Card,2025-02-18,Ahmedabad,4.1
C00645,63,Male,Electronics,Smartwatch,28286.32,1,No,Inactive,UPI,2024-07-30,Kolkata,4.7
C00049,34,Male,Sports,Football,3467.01,2,Yes,Active,Credit Card,2024-12-04,Bengaluru,5.0
C00659,35,Male,Electronics,Laptop,86481.7,3,No,Inactive,Net Banking,2025-11-18,Ahmedabad,4.8
C00407,40,Female,Clothing,Dress,1218.24,1,No,Active,UPI,2025-03-04,Bengaluru,3.8
C00575,62,Female,Home & Kitchen,Bedsheet,1705.47,1,Yes,Active,Cash,2024-04-27,Pune,3.9
C00553,60,Female,Clothing,T-Shirt,1151.05,3,Yes,Active,UPI,2025-12-22,Bengaluru,3.4
C00620,34,Female,Electronics,Smartphone,14704.93,3,No,Inactive,Debit Card,2024-04-08,Delhi,4.7
C00198,37,Male,Electronics,Smartphone,27665.14,4,No,Inactive,Credit Card,2024-01-19,Chennai,4.2
C00043,43,Other,Electronics,Headphones,17189.55,3,No,Active,UPI,2025-05-15,Kolkata,4.0
C00818,38,Male,Sports,Running Shoes,3924.81,4,Yes,Inactive,Wallet,2025-10-30,Chennai,4.2
C00911,42,Male,Clothing,Jeans,756.27,4,Yes,Inactive,Wallet,2025-06-23,Hyderabad,3.3
C01768,46,Female,Clothing,Jacket,3331.82,4,No,Inactive,Net Banking,2024-09-13,Mumbai,3.8
C01659,59,Female,Clothing,T-Shirt,2030.02,2,Yes,Active,UPI,2024-03-10,Chandigarh,3.5
C01807,25,Female,Clothing,Sneakers,4101.89,4,No,Inactive,Credit Card,2025-03-27,Pune,3.7
C01184,28,Female,Clothing,T-Shirt,4832.54,1,No,Inactive,Debit Card,2025-05-06,Delhi,3.3
C00338,56,Male,Electronics,Headphones,2278.71,4,No,Active,UPI,2025-08-20,Hyderabad,3.2
C01087,25,Male,Clothing,Dress,2906.99,1,No,Inactive,Debit Card,2024-07-05,Pune,4.9
C00342,54,Male,Sports,Running Shoes,2708.9,3,No,Inactive,UPI,2024-02-20,Chandigarh,4.3
C00418,28,Male,Clothing,Jacket,2764.47,3,No,Active,Debit Card,2025-10-09,Delhi,4.8
C00791,35,Female,Clothing,Jacket,4033.06,2,Yes,Inactive,Credit Card,2025-12-02,Delhi,5.0
C01363,26,Female,Electronics,Smartwatch,36331.58,2,No,Inactive,Cash,2025-01-04,Mumbai,3.3
C01938,30,Female,Electronics,Speaker,5600.74,5,No,Inactive,Net Banking,2025-06-21,Chennai,
C00160,61,Female,Beauty,Skin Serum,2508.46,1,No,Active,Credit Card,2025-11-08,Kolkata,4.5
C01650,21,Male,Electronics,Smartphone,65403.19,2,No,Inactive,Debit Card,2024-02-20,Kolkata,4.6
C01794,24,Male,Sports,Running Shoes,8686.04,4,No,Active,Credit Card,2024-08-29,Chennai,4.3
C01016,34,Male,Books,Self-Help,1821.11,3,Yes,Inactive,Credit Card,2025-03-17,Delhi,4.0
C01400,49,Female,Sports,Running Shoes,4223.13,2,No,Active,Cash,2025-12-13,Delhi,4.3
C01641,48,Female,Clothing,Jacket,539.16,1,No,Active,Credit Card,2024-05-06,Hyderabad,4.0
C00952,31,Female,Clothing,Sneakers,788.33,1,Yes,Inactive,Cash,2024-08-23,Mumbai,3.8
C00738,43,Female,Clothing,Jeans,664.21,3,Yes,Inactive,Debit Card,2025-05-16,Pune,4.7
C00259,44,Female,Beauty,Face Cream,3535.81,2,Yes,Active,Credit Card,2025-02-13,Kolkata,4.4
C00442,50,Female,Home & Kitchen,Storage Box,4137.73,1,No,Inactive,Credit Card,2024-02-09,Hyderabad,3.4
C01519,40,Male,Home & Kitchen,Lamp,6844.79,1,No,Inactive,Debit Card,2024-02-06,Hyderabad,3.8
C00593,18,Female,Books,Fiction,471.2,3,Yes,Inactive,Credit Card,2024-08-22,Pune,3.2
C01440,57,Male,Books,Comics,1265.3,1,Yes,Active,Debit Card,2024-08-15,Hyderabad,3.7
C01829,32,Female,Beauty,Lipstick,2896.22,1,No,Inactive,UPI,2024-10-08,Jaipur,3.9
C01839,50,Male,Sports,Cricket Bat,7045.72,2,No,Active,Net Banking,2024-04-25,Jaipur,3.4
C00820,41,Female,Home & Kitchen,Storage Box,10351.04,1,No,Active,UPI,2024-12-14,Delhi,4.7
C01271,23,Male,Sports,Dumbbells,5958.37,1,No,Inactive,Cash,2024-03-08,Hyderabad,4.0
C01463,31,Female,Books,Technology,1824.1,3,No,Active,Net Banking,2024-06-20,Bengaluru,3.6
C01908,55,Female,Home & Kitchen,Storage Box,13626.87,1,No,Inactive,Net Banking,2024-11-20,Mumbai,4.9
C01084,23,Male,Clothing,T-Shirt,1018.56,1,No,Inactive,Credit Card,2024-03-31,Chennai,
C01823,63,Male,Beauty,Lipstick,4164.75,4,No,Active,Cash,2025-02-19,Ahmedabad,5.0
C00216,46,Female,Clothing,Jeans,535.51,1,No,Active,UPI,2024-06-02,Mumbai,5.0
C00698,55,Male,Clothing,Dress,4787.7,1,Yes,Inactive,Credit Card,2024-07-07,Kolkata,2.9
C00535,50,Male,Clothing,Sneakers,3666.5,1,Yes,Inactive,Credit Card,2025-05-20,Delhi,4.1
C01242,21,Male,Clothing,Jeans,4862.9,3,No,Inactive,UPI,2024-12-25,Chandigarh,3.1
C00229,34,Other,Beauty,Shampoo,1772.59,1,No,Active,Debit Card,2025-05-18,Mumbai,4.2
C00434,40,Female,Beauty,Lipstick,804.11,1,No,Active,Debit Card,2024-07-03,Ahmedabad,3.6
C01192,22,Female,Home & Kitchen,Lamp,8411.09,2,No,Active,Debit Card,2025-08-30,Delhi,4.1
C01961,45,Male,Books,Business,1992.26,1,No,Inactive,Cash,2025-10-15,Hyderabad,3.4
C01643,36,Male,Electronics,Speaker,26464.6,1,No,Inactive,UPI,2025-12-20,Kolkata,3.2
C01259,59,Female,Clothing,T-Shirt,362.8,4,No,Inactive,Debit Card,2024-12-10,Jaipur,2.7
C00348,39,Female,Clothing,T-Shirt,2955.27,2,No,Inactive,UPI,2025-10-19,Jaipur,3.9
C01502,46,Male,Books,Fiction,1103.58,1,No,Inactive,Credit Card,2024-10-01,Bengaluru,4.4
C01621,48,Female,Home & Kitchen,Cookware,3275.29,1,Yes,Inactive,UPI,2024-02-16,Chennai,5.0
C00840,35,Female,Home & Kitchen,Bedsheet,13175.76,1,No,Active,UPI,2024-08-23,Mumbai,3.5
C00139,18,Female,Sports,Football,1581.19,1,No,Inactive,Debit Card,2025-01-12,Bengaluru,4.7
C00196,43,Female,Beauty,Shampoo,866.49,2,No,Inactive,UPI,2024-01-01,Bengaluru,3.5
C00012,34,Male,Books,Self-Help,387.98,1,Yes,Active,Debit Card,2025-03-20,Jaipur,2.6
C00921,35,Male,Books,Comics,1340.29,1,Yes,Active,Debit Card,2024-01-23,Jaipur,3.4
C01207,33,Female,Beauty,Lipstick,3938.94,3,No,Inactive,Wallet,2025-03-11,Delhi,4.8
C00129,36,Male,Clothing,Sneakers,1448.77,3,No,Inactive,UPI,2024-12-26,Delhi,4.5
C00195,35,Male,Sports,Running Shoes,10920.96,4,No,Inactive,Credit Card,2025-03-20,Hyderabad,3.6
C01409,58,Female,Clothing,Sneakers,4729.27,1,Yes,Active,Credit Card,2024-10-27,Chennai,4.5
C00940,63,Female,Books,Business,1582.4,2,Yes,Active,UPI,2024-07-02,Chandigarh,3.7
C00155,55,Male,Electronics,Laptop,28219.93,5,Yes,Inactive,Net Banking,2024-01-14,Jaipur,3.5
C01423,23,Male,Home & Kitchen,Coffee Maker,386.49,4,Yes,Active,Debit Card,2024-06-24,Hyderabad,4.0
C00887,20,Male,Clothing,Jacket,3927.0,3,No,Inactive,Wallet,2025-01-24,Mumbai,5.0
C00047,65,Male,Clothing,Jacket,1205.97,3,Yes,Inactive,Cash,2024-11-19,Mumbai,4.0
C01557,33,Male,Clothing,T-Shirt,4852.18,1,Yes,Inactive,Wallet,2024-07-06,Kolkata,3.7
C01093,56,Female,Books,Comics,875.6,1,Yes,Active,UPI,2024-06-12,Chandigarh,4.6
C00685,33,Male,Clothing,Jeans,4404.58,4,Yes,Inactive,UPI,2025-08-27,Pune,3.2
C00847,56,Male,Clothing,Jacket,2670.6,1,No,Inactive,UPI,2025-02-03,Mumbai,3.0
C00516,36,Male,Sports,Dumbbells,5361.48,3,No,Inactive,UPI,2024-03-31,Hyderabad,3.9
C00771,19,Male,Home & Kitchen,Cookware,11402.85,4,Yes,Inactive,Cash,2025-04-02,Ahmedabad,3.4
C01778,60,Female,Clothing,Jeans,734.26,2,No,Inactive,UPI,2025-01-03,Jaipur,3.8
C00535,25,Male,Beauty,Shampoo,1140.7,1,No,Inactive,UPI,2024-01-14,Delhi,5.0
C01915,45,Female,Electronics,Laptop,34077.1,2,No,Inactive,Cash,2024-10-27,Chandigarh,4.2
C00518,23,Male,Sports,Cricket Bat,4206.59,3,Yes,Inactive,Credit Card,2025-09-24,Ahmedabad,3.9
C00597,62,Female,Beauty,Lipstick,2593.13,2,No,Active,UPI,2024-02-18,Jaipur,4.3
C00841,22,Female,Home & Kitchen,Cookware,9284.69,5,No,Active,Debit Card,2025-03-04,Hyderabad,4.4
C01120,30,Male,Clothing,Jeans,836.53,1,Yes,Inactive,UPI,2024-09-05,Kolkata,3.0
C01674,50,Other,Clothing,Sneakers,603.08,4,No,Inactive,UPI,2025-03-06,Pune,3.7
C01325,23,Female,Electronics,Laptop,79931.69,2,Yes,Inactive,Cash,2025-03-28,Mumbai,4.9
C00754,63,Female,Electronics,Speaker,85511.76,1,No,Active,UPI,2025-10-28,Chennai,4.3
C00205,57,Female,Beauty,Face Cream,3068.5,2,No,Active,UPI,2025-05-19,Hyderabad,3.5
C00825,60,Female,Electronics,Smartphone,82829.05,3,Yes,Active,Net Banking,2025-03-01,Kolkata,4.7
C00357,63,Male,Clothing,Jeans,3654.69,3,Yes,Inactive,Net Banking,2025-04-17,Mumbai,3.7
C01724,20,Female,Home & Kitchen,Lamp,6430.44,2,Yes,Inactive,Credit Card,2025-01-21,Pune,4.6
C01385,26,Female,Electronics,Speaker,48161.9,1,No,Inactive,Credit Card,2024-11-16,Chennai,3.1
C00611,63,Female,Clothing,Sneakers,1934.65,2,No,Inactive,Wallet,2025-05-19,Hyderabad,3.0
C00200,21,Female,Books,Comics,1679.0,1,No,Active,UPI,2024-12-23,Chennai,3.8
C01855,26,Other,Books,Comics,1116.92,2,No,Inactive,UPI,2024-03-31,Ahmedabad,5.0
C01088,64,Male,Clothing,Jacket,4597.17,2,Yes,Active,Debit Card,2025-06-01,Pune,4.6
C01150,51,Male,Clothing,Jacket,1952.06,1,No,Active,Credit Card,2024-04-03,Ahmedabad,2.9
C01535,49,Other,Beauty,Face Cream,4042.23,4,No,Inactive,UPI,2025-05-25,Chandigarh,5.0
C00515,32,Female,Beauty,Lipstick,3880.48,1,No,Inactive,Credit Card,2025-01-30,Chennai,2.6
C00022,30,Female,Clothing,T-Shirt,4386.28,4,No,Active,Net Banking,2025-02-18,Chennai,3.0
C00622,61,Male,Electronics,Smartwatch,35899.93,1,No,Inactive,Debit Card,2025-12-18,Bengaluru,2.9
C00406,44,Male,Clothing,T-Shirt,3245.35,3,Yes,Inactive,Credit Card,2024-04-19,Chandigarh,4.1
C01489,51,Male,Clothing,Sneakers,4950.81,2,No,Inactive,Debit Card,2024-07-19,Jaipur,4.6
C00443,43,Male,Home & Kitchen,Cookware,896.02,1,No,Active,UPI,2025-02-09,Hyderabad,3.8
C00384,42,Female,Electronics,Laptop,31947.56,1,No,Active,Credit Card,2024-08-14,Chennai,4.6
C00940,56,Female,Electronics,Speaker,73098.9,1,No,Active,Net Banking,2025-10-04,Chennai,4.4
C01126,43,Female,Clothing,Jeans,2922.0,2,No,Inactive,UPI,2025-05-19,Hyderabad,3.8
C00061,31,Male,Electronics,Laptop,49748.17,2,Yes,Inactive,Cash,2025-09-26,Chennai,4.2
C00488,45,Female,Sports,Dumbbells,8273.65,2,No,Inactive,Debit Card,2025-06-09,Jaipur,3.7
C01705,27,Female,Sports,Running Shoes,6249.18,2,No,Inactive,Credit Card,2025-01-12,Ahmedabad,4.2
C01112,23,Female,Home & Kitchen,Storage Box,9415.35,1,Yes,Active,UPI,2025-06-03,Hyderabad,4.5
C01306,26,Male,Home & Kitchen,Storage Box,11407.6,2,No,Active,Credit Card,2025-05-02,Pune,3.9
C01569,19,Female,Sports,Dumbbells,11127.88,2,No,Active,Credit Card,2024-05-03,Bengaluru,3.5
C01870,33,Male,Beauty,Lipstick,200.45,4,No,Active,UPI,2025-06-28,Chennai,2.4
C01925,41,Female,Beauty,Skin Serum,1467.16,3,Yes,Inactive,UPI,2025-02-10,Kolkata,2.9
C01122,39,Female,Home & Kitchen,Cookware,2988.62,1,No,Active,Cash,2025-12-06,Mumbai,3.6
C01499,36,Female,Sports,Running Shoes,11557.89,1,No,Inactive,Net Banking,2025-03-11,Pune,3.8
C00190,36,Male,Electronics,Smartwatch,89478.05,1,Yes,Inactive,Net Banking,2025-05-04,Hyderabad,4.3
C01846,26,Female,Clothing,Jeans,1402.83,3,Yes,Active,Debit Card,2024-12-24,Kolkata,3.9
C00419,23,Female,Home & Kitchen,Cookware,4427.03,1,Yes,Inactive,Cash,2024-09-04,Bengaluru,2.7
C00985,57,Male,Clothing,Jacket,2138.59,2,No,Inactive,Debit Card,2025-12-02,Chennai,3.5
C00656,34,Female,Home & Kitchen,Lamp,7959.41,1,No,Active,Debit Card,2024-03-29,Hyderabad,4.2
C00307,61,Male,Sports,Yoga Mat,9383.15,1,No,Inactive,Net Banking,2025-03-10,Bengaluru,4.2
C01694,39,Female,Electronics,Laptop,86348.09,1,Yes,Inactive,Debit Card,2024-01-31,Hyderabad,4.2
C01406,42,Male,Home & Kitchen,Storage Box,915.58,4,Yes,Active,UPI,2025-10-06,Chandigarh,4.2
C00567,51,Male,Books,Fiction,506.65,2,Yes,Active,UPI,2024-06-09,Kolkata,3.4
C01393,63,Male,Beauty,Lipstick,3524.02,1,Yes,Active,Wallet,2025-04-28,Bengaluru,4.4
C00467,35,Male,Books,Self-Help,1030.19,5,Yes,Inactive,UPI,2024-04-07,Kolkata,4.2
C00594,42,Male,Home & Kitchen,Lamp,2579.71,1,Yes,Active,Wallet,2024-09-12,Delhi,3.6
C01566,29,Male,Books,Comics,789.28,4,Yes,Inactive,Net Banking,2024-01-15,Delhi,4.2
C00932,37,Female,Electronics,Headphones,49785.61,1,No,Inactive,Debit Card,2025-02-07,Kolkata,3.0
C00060,29,Female,Electronics,Speaker,7688.05,1,Yes,Inactive,Credit Card,2025-03-29,Chandigarh,4.8
C00566,65,Female,Clothing,Dress,1006.49,2,Yes,Inactive,Wallet,2024-02-08,Bengaluru,4.6
C00530,64,Female,Clothing,T-Shirt,2980.6,1,Yes,Active,Credit Card,2025-04-01,Pune,5.0
C00142,65,Female,Books,Business,288.03,3,Yes,Inactive,Wallet,2024-11-26,Ahmedabad,3.8
C00561,65,Male,Clothing,Jeans,4163.71,4,Yes,Active,Wallet,2025-03-18,Bengaluru,3.0
C01778,21,Female,Home & Kitchen,Storage Box,7901.56,3,No,Inactive,UPI,2025-12-14,Pune,3.6
C01874,44,Other,Beauty,Perfume,1235.32,2,No,Inactive,Cash,2025-10-17,Mumbai,5.0
C00704,23,Male,Home & Kitchen,Storage Box,14519.68,2,Yes,Active,Cash,2025-03-01,Chennai,3.9
C00855,40,Male,Electronics,Headphones,73087.54,4,Yes,Inactive,Debit Card,2024-03-19,Jaipur,3.8
C00441,22,Female,Beauty,Face Cream,1611.89,4,No,Inactive,Net Banking,2025-05-04,Chandigarh,5.0
C00752,43,Female,Beauty,Shampoo,1739.48,3,Yes,Inactive,Net Banking,2024-03-07,Pune,5.0
C00282,35,Male,Clothing,Jeans,3365.21,2,No,Active,Cash,2025-10-02,Pune,2.9
C01389,53,Male,Clothing,Dress,491.34,1,No,Active,UPI,2024-11-18,Mumbai,5.0
C00059,47,Male,Home & Kitchen,Storage Box,7294.21,1,Yes,Inactive,Debit Card,2025-11-01,Delhi,4.0
C00553,60,Male,Sports,Yoga Mat,6202.58,1,No,Active,UPI,2025-03-25,Pune,4.7
C01405,49,Male,Books,Self-Help,1072.49,1,No,Active,Credit Card,2025-08-26,Jaipur,3.9
C01858,28,Female,Sports,Running Shoes,3058.01,1,No,Inactive,Cash,2025-05-12,Pune,4.2
C01729,41,Female,Beauty,Shampoo,970.1,3,Yes,Inactive,UPI,2024-07-24,Delhi,3.5
C00047,49,Female,Books,Technology,748.28,3,No,Inactive,Debit Card,2024-01-04,Kolkata,3.8
C00746,44,Female,Sports,Dumbbells,7686.0,2,No,Inactive,Credit Card,2024-06-14,Chandigarh,4.6
C01457,38,Female,Clothing,Jacket,2215.6,2,No,Active,Net Banking,2025-08-06,Chandigarh,4.9
C01852,55,Male,Electronics,Smartwatch,38981.38,1,No,Active,Wallet,2024-09-21,Kolkata,3.1
C00308,35,Male,Books,Comics,1160.2,2,No,Active,UPI,2024-05-21,Kolkata,3.9
C00397,22,Male,Home & Kitchen,Storage Box,13207.08,2,Yes,Active,Net Banking,2025-05-10,Chandigarh,3.4
C00520,47,Male,Books,Technology,871.12,3,No,Active,Net Banking,2024-08-20,Chennai,3.4
C01291,39,Male,Clothing,Sneakers,3355.52,1,No,Inactive,UPI,2024-09-19,Ahmedabad,4.4
C01937,21,Male,Electronics,Headphones,73957.12,4,No,Inactive,Debit Card,2025-10-25,Hyderabad,4.1
C00581,35,Male,Clothing,Sneakers,4870.07,3,Yes,Active,Cash,2024-01-27,Delhi,4.1
C01807,27,Male,Books,Comics,852.83,2,No,Inactive,Cash,2024-05-05,Hyderabad,4.7
C01558,65,Female,Home & Kitchen,Cookware,2074.62,4,Yes,Active,Net Banking,2024-12-28,Chandigarh,4.0
C00127,59,Female,Books,Business,1165.28,2,Yes,Inactive,Net Banking,2025-08-04,Pune,4.1
C01127,32,Female,Clothing,Jacket,3370.47,1,Yes,Active,UPI,2025-03-21,Delhi,4.2
C00977,44,Female,Books,Self-Help,1750.3,2,No,Active,Debit Card,2025-06-04,Delhi,3.5
C00851,55,Female,Clothing,Dress,1278.17,2,Yes,Active,UPI,2025-05-09,Chandigarh,4.6
C00912,64,Male,Clothing,Sneakers,4282.83,3,No,Active,UPI,2025-12-07,Chennai,3.9
C00471,54,Male,Books,Technology,1319.67,3,No,Active,Cash,2025-06-04,Mumbai,3.5
C01274,42,Female,Clothing,Jeans,2749.84,1,No,Inactive,Cash,2024-04-21,Ahmedabad,3.7
C00189,31,Female,Books,Self-Help,940.77,1,No,Inactive,Debit Card,2024-02-07,Pune,3.9
C01121,35,Female,Clothing,T-Shirt,2354.04,1,No,Inactive,Debit Card,2024-09-05,Chennai,4.5
C00802,32,Male,Beauty,Perfume,4825.71,4,Yes,Inactive,Credit Card,2025-06-05,Hyderabad,4.4
C00034,29,Female,Sports,Football,11387.3,3,Yes,Inactive,Debit Card,2025-04-22,Bengaluru,3.3
C01014,65,Female,Clothing,Jacket,1777.93,1,No,Inactive,Credit Card,2025-09-21,Pune,3.1
C01902,30,Male,Electronics,Smartphone,81701.21,5,Yes,Active,Debit Card,2025-01-06,Chandigarh,3.9
C00149,50,Female,Clothing,T-Shirt,973.3,3,Yes,Inactive,Debit Card,2025-11-17,Chandigarh,4.3
C00855,36,Other,Clothing,Jeans,3904.87,2,Yes,Active,Wallet,2024-08-10,Pune,3.6
C01521,65,Female,Sports,Dumbbells,11948.18,2,No,Inactive,Debit Card,2025-01-10,Delhi,3.7
C00757,23,Other,Electronics,Smartphone,83693.51,1,No,Active,Debit Card,2024-05-11,Hyderabad,4.0
C00782,21,Female,Electronics,Headphones,36443.63,3,Yes,Inactive,Net Banking,2025-05-29,Delhi,3.2
C01504,40,Female,Electronics,Smartwatch,63689.45,3,No,Inactive,UPI,2024-10-13,Bengaluru,4.1
C00498,42,Male,Clothing,Jeans,2872.32,1,Yes,Active,Credit Card,2025-09-29,Bengaluru,4.0
C00183,21,Male,Home & Kitchen,Storage Box,7892.61,2,No,Inactive,Credit Card,2025-07-20,Delhi,3.7
C00013,57,Female,Clothing,Dress,2991.39,4,No,Inactive,Credit Card,2024-12-29,Hyderabad,4.2
C00734,62,Male,Sports,Yoga Mat,2591.96,3,No,Inactive,Cash,2024-03-02,Pune,4.2
C01688,35,Male,Sports,Yoga Mat,9804.25,2,No,Active,UPI,2025-03-09,Pune,3.2
C00374,40,Female,Electronics,Laptop,48483.66,3,No,Active,UPI,2025-08-09,Chandigarh,3.6
C00606,64,Male,Electronics,Laptop,48866.24,3,No,Inactive,Wallet,2025-06-02,Pune,3.5
C01690,38,Female,Home & Kitchen,Coffee Maker,12256.21,2,No,Inactive,Credit Card,2024-05-27,Pune,4.0
C01063,27,Male,Clothing,Sneakers,2240.02,4,Yes,Active,Credit Card,2024-05-09,Pune,4.3
C01875,52,Female,Sports,Yoga Mat,5742.08,5,Yes,Active,Net Banking,2024-01-11,Kolkata,3.9
C01646,49,Male,Beauty,Lipstick,1836.3,2,No,Inactive,Debit Card,2025-01-29,Chandigarh,5.0
C00515,50,Female,Sports,Dumbbells,1634.57,1,No,Inactive,UPI,2024-02-09,Hyderabad,4.8
C01483,45,Female,Electronics,Smartphone,32022.75,2,Yes,Active,Credit Card,2025-12-27,Kolkata,3.7
C00442,57,Other,Beauty,Lipstick,2791.81,1,No,Active,Credit Card,2025-04-18,Pune,3.4
C00661,61,Male,Sports,Football,9087.76,1,Yes,Inactive,UPI,2025-04-08,Ahmedabad,4.0
C01702,61,Female,Clothing,Jeans,4398.28,1,No,Active,Debit Card,2025-12-06,Hyderabad,3.9
C01583,34,Female,Beauty,Perfume,4944.49,2,Yes,Inactive,Credit Card,2025-05-18,Hyderabad,2.5
C01468,31,Female,Sports,Running Shoes,1408.8,1,Yes,Inactive,Wallet,2025-12-29,Kolkata,4.3
C00974,25,Male,Electronics,Headphones,67493.32,1,No,Active,Debit Card,2025-04-10,Jaipur,3.7
C01357,28,Female,Beauty,Perfume,4780.27,3,Yes,Active,Cash,2024-02-06,Chandigarh,4.5
C01438,21,Male,Clothing,Jeans,713.38,3,Yes,Inactive,Credit Card,2024-11-15,Chennai,4.5
C01947,59,Male,Sports,Running Shoes,6845.92,3,Yes,Inactive,Debit Card,2025-10-05,Chennai,3.9
C01830,41,Male,Beauty,Perfume,1667.59,3,Yes,Inactive,Credit Card,2024-08-26,Hyderabad,4.5
C00899,42,Male,Beauty,Lipstick,2824.11,2,No,Inactive,Net Banking,2024-06-26,Jaipur,4.5
C00480,41,Male,Electronics,Speaker,27443.76,4,No,Active,UPI,2025-07-01,Kolkata,4.2
C01800,53,Female,Books,Fiction,1244.5,1,Yes,Active,Debit Card,2025-06-17,Hyderabad,2.9
C00936,62,Female,Home & Kitchen,Lamp,14275.65,3,No,Inactive,Credit Card,2024-02-01,Hyderabad,4.5
